10000
18,5,50
25,19,87
7,23,28
23,26,42
18,18,30
1,6,56
13,9,18
27,16,23
2,26,42
6,3,78
2,23,68
10,26,63
17,4,22
4,2,51
29,30,72
30,23,61
3,20,56
20,6,76
4,2,87
21,24,84
24,7,74
11,2,18
8,23,4
3,23,25
20,15,92
23,14,52
24,3,40
17,7,2
23,12,65
9,14,33
20,16,51
17,20,56
4,15,42
12,9,14
13,14,70
12,30,73
30,10,27
8,10,22
28,20,1
14,10,17
5,1,37
2,27,56
14,11,71
6,29,92
3,5,76
25,8,53
11,29,1
11,26,30
28,3,14
8,22,40
15,14,15
1,1,11
21,13,28
27,19,94
23,5,33
12,1,73
29,15,84
13,1,70
5,3,69
11,28,74
2,23,15
24,5,51
4,14,45
3,16,89
17,20,68
17,27,68
11,20,83
12,7,29
12,13,64
20,25,93
6,3,55
25,8,41
15,30,16
15,24,39
4,29,32
28,28,57
28,5,72
30,19,18
8,28,37
20,27,33
27,21,2
23,4,41
2,3,95
3,29,74
30,2,39
13,1,30
9,5,57
11,30,70
10,13,3
29,23,35
1,15,55
30,24,49
2,12,71
4,18,97
29,2,38
10,7,32
27,15,51
11,23,54
17,29,3
3,22,2
12,1,42
14,2,21
10,29,2
10,3,60
28,7,70
23,16,9
21,1,98
20,16,9
13,29,79
15,7,90
12,5,18
6,7,22
24,18,87
19,2,76
6,11,26
15,14,27
25,26,22
19,15,8
2,19,67
28,23,86
7,11,99
9,4,72
29,14,22
22,8,28
3,11,2
21,25,61
6,29,56
22,4,86
2,21,64
14,7,31
8,22,22
21,24,76
12,10,56
6,11,82
17,4,72
15,2,16
6,6,36
19,7,27
1,26,68
1,16,57
16,18,64
1,16,41
29,14,87
21,16,82
27,24,81
25,8,56
10,19,28
23,19,45
3,18,89
21,17,34
8,27,30
14,24,63
12,25,65
7,16,81
20,19,87
12,12,59
6,5,40
25,28,96
8,16,62
1,28,21
26,27,62
30,20,94
20,18,25
29,8,84
2,2,35
22,3,47
6,27,4
11,10,48
27,8,38
20,19,1
17,16,8
21,2,60
13,27,28
6,26,38
6,6,96
11,29,100
30,12,49
4,23,71
8,24,80
28,14,88
20,15,86
20,7,13
26,6,56
13,4,77
18,1,84
27,21,6
11,15,52
2,14,44
13,26,84
18,15,50
18,28,96
9,19,11
22,26,18
16,26,90
8,21,18
19,10,81
8,23,43
7,16,86
3,5,41
6,16,36
23,5,79
20,4,14
18,17,97
20,15,66
16,15,35
19,21,75
7,6,5
30,19,4
27,12,3
16,13,51
14,24,52
10,26,5
29,9,91
15,9,40
7,5,92
19,11,42
30,5,49
7,1,70
19,22,51
6,26,9
26,20,67
30,12,99
15,3,70
13,24,100
20,7,16
21,15,73
7,26,67
19,27,7
7,4,3
10,18,93
19,16,5
6,13,29
28,28,79
26,30,96
29,13,15
2,27,39
9,15,48
7,27,10
17,21,14
22,3,86
29,24,70
14,18,41
8,28,39
26,16,63
12,20,12
24,17,13
15,3,93
13,26,40
14,13,7
30,25,42
26,28,66
1,11,61
9,16,52
15,29,46
24,17,4
18,9,67
5,17,59
19,11,9
15,7,26
26,25,91
9,8,44
16,26,57
19,1,19
18,27,78
21,1,39
3,19,85
11,15,90
26,2,68
6,7,99
12,6,60
1,17,63
1,2,47
6,1,59
21,6,65
5,5,89
17,16,15
28,1,26
5,26,14
10,28,25
5,12,26
5,19,48
5,21,3
15,5,47
3,15,32
11,20,100
23,19,25
15,3,94
29,5,28
2,9,99
11,28,42
23,15,9
8,8,76
14,12,57
24,14,97
10,8,51
2,7,4
26,28,11
27,10,2
15,24,14
20,20,24
6,23,17
13,15,36
24,18,32
15,24,86
30,18,98
29,9,23
19,12,79
12,19,99
13,8,8
23,5,29
19,11,91
11,30,21
13,17,48
25,28,7
16,15,24
7,3,3
18,30,42
19,27,26
7,2,40
28,12,35
23,8,1
2,22,98
19,25,86
4,3,66
18,26,31
28,7,95
13,28,9
7,13,65
9,8,94
14,29,43
6,30,99
4,25,68
29,11,62
30,22,16
9,25,45
22,10,8
11,27,26
21,25,27
12,11,7
15,9,13
5,1,64
24,12,100
19,18,67
16,9,20
14,22,100
30,22,26
26,4,59
29,4,45
3,11,3
24,1,74
5,1,51
11,3,13
28,4,17
10,15,12
30,23,51
28,19,46
29,2,25
30,4,21
17,28,73
17,2,55
2,23,5
13,12,16
25,29,18
30,28,10
8,8,61
2,10,66
4,3,31
12,2,88
7,18,99
20,12,32
16,18,62
6,15,32
9,4,31
28,2,31
20,6,73
14,14,15
12,7,8
27,20,6
27,29,67
3,24,11
9,28,11
21,10,16
10,28,9
9,29,21
21,5,42
6,2,59
18,25,55
4,13,55
13,23,24
5,29,49
11,22,99
10,6,37
1,15,40
1,15,8
19,1,65
30,22,16
18,7,7
24,18,51
24,6,92
1,7,2
26,24,26
10,7,75
4,28,56
9,3,93
14,26,15
29,1,92
17,28,1
25,24,74
13,3,95
10,18,73
18,1,87
2,9,43
6,1,57
24,8,66
1,14,39
26,30,51
8,14,57
17,18,32
28,4,74
3,12,85
24,2,52
16,22,73
2,27,51
13,8,80
25,11,46
15,4,48
26,9,57
17,8,6
5,6,91
22,18,31
25,19,38
7,19,98
14,5,27
26,4,36
26,6,30
15,4,47
30,2,56
6,11,41
17,20,83
26,19,34
14,6,34
12,28,96
24,17,85
20,26,39
8,8,66
28,27,26
29,18,70
24,7,71
10,30,26
23,9,35
27,2,71
25,24,85
7,24,28
25,7,85
21,13,97
12,15,87
7,12,51
12,21,49
25,5,39
30,6,50
23,27,70
21,6,90
21,15,87
6,17,25
25,29,73
9,18,39
17,16,74
21,27,98
24,9,86
22,28,4
19,17,28
15,2,30
13,6,9
6,17,60
19,3,48
1,26,11
17,27,93
3,7,1
9,26,8
12,2,50
22,20,92
2,2,12
26,21,40
25,3,86
22,18,68
17,22,7
28,7,82
17,15,98
15,8,37
22,10,28
15,3,9
8,19,74
10,6,100
30,30,44
13,10,97
15,8,38
20,2,81
17,15,20
1,19,9
20,17,7
18,14,7
27,2,63
20,7,14
11,4,38
15,20,90
4,25,86
8,7,88
26,29,61
9,22,95
7,4,51
5,17,63
12,14,60
16,16,83
5,17,90
26,17,60
3,1,4
15,25,94
7,9,53
18,4,24
19,25,22
20,5,25
13,13,52
1,18,93
13,12,22
22,22,68
15,26,36
14,27,66
9,5,26
7,27,22
2,26,26
13,6,12
30,17,53
12,26,54
5,14,99
16,7,30
4,2,3
21,15,96
13,21,49
13,12,41
25,25,11
9,22,59
14,3,68
2,1,89
7,15,71
3,4,8
11,30,70
6,11,67
11,19,47
16,28,19
19,22,69
2,11,80
28,29,6
20,5,29
12,21,32
24,13,37
11,8,56
20,5,63
13,21,3
8,7,36
12,19,79
2,3,45
3,16,18
22,15,14
18,6,32
6,14,93
8,18,83
21,14,41
26,23,40
11,30,93
1,9,31
9,15,35
24,19,68
22,12,70
21,6,68
22,6,12
13,6,33
21,20,27
21,17,5
1,12,26
30,1,8
3,16,94
19,4,89
9,16,51
18,14,66
11,22,5
10,22,87
19,20,15
23,6,98
28,9,36
13,17,45
1,20,86
12,16,31
13,2,49
11,1,64
29,3,6
10,25,64
22,11,89
5,7,53
30,2,13
20,12,34
2,29,98
1,18,94
30,15,19
18,19,93
16,14,83
28,14,98
20,29,99
10,16,89
30,16,11
15,15,49
9,28,87
22,15,62
28,26,65
12,15,14
16,23,75
12,20,86
29,3,61
27,30,54
15,27,22
17,26,83
9,29,8
1,12,90
22,5,35
8,17,14
18,10,52
15,14,80
23,9,2
24,20,22
8,16,5
26,6,71
1,2,24
26,30,3
29,18,74
28,6,40
7,19,67
11,18,33
26,2,15
13,18,36
22,26,58
19,14,28
30,26,53
6,6,74
1,19,59
27,15,42
17,24,48
25,7,39
20,16,66
13,6,59
2,13,84
22,27,41
12,9,9
27,3,68
11,28,94
15,24,58
20,17,13
18,23,26
19,1,15
29,5,26
17,7,41
23,18,93
2,3,37
7,5,98
23,19,24
21,19,73
11,23,69
4,11,22
25,21,12
10,7,88
4,12,82
15,16,80
8,23,69
6,17,32
27,2,56
21,27,98
10,19,10
12,11,99
30,14,20
21,18,86
24,13,46
13,17,40
12,14,82
24,13,40
13,10,22
2,5,96
5,8,11
6,7,68
7,26,87
24,21,77
2,26,20
1,9,41
12,18,51
25,2,26
20,20,83
27,30,50
27,3,39
23,20,71
19,10,49
22,29,35
20,23,43
18,5,78
24,17,35
7,22,31
22,26,24
19,15,27
16,5,9
28,18,47
3,10,33
9,24,37
1,14,93
29,8,37
22,24,77
14,2,26
25,24,8
15,14,51
6,4,96
13,11,31
15,21,74
29,1,98
24,24,1
6,9,6
22,28,95
9,18,7
10,8,20
22,25,15
19,24,1
7,27,11
2,23,68
22,10,26
19,3,88
29,16,85
27,22,38
20,23,44
8,6,87
23,6,12
21,4,83
29,27,41
23,8,48
22,24,27
25,22,6
6,16,80
7,3,78
13,23,73
13,18,26
6,18,15
20,3,98
6,8,85
23,9,55
18,19,57
21,6,32
29,28,86
27,14,71
17,3,26
26,13,83
15,23,18
22,26,88
30,14,78
13,3,19
13,8,56
11,16,47
25,20,73
24,12,14
15,29,90
8,15,2
16,17,45
16,20,85
8,12,81
23,16,18
17,9,69
13,13,92
9,13,20
3,11,3
18,10,5
2,29,15
13,1,34
25,22,37
27,3,41
21,12,71
26,16,99
25,18,47
26,10,75
18,29,65
11,16,69
20,11,89
22,25,84
12,27,13
11,5,15
2,1,27
30,12,87
27,25,94
7,24,23
17,22,91
16,23,12
28,13,72
5,30,47
20,22,64
3,16,94
9,28,10
21,3,16
16,26,73
29,10,11
9,28,42
2,17,54
8,21,18
25,3,75
20,16,18
4,26,88
4,7,94
19,2,44
29,18,28
19,22,65
3,4,12
4,1,76
8,6,16
27,11,74
13,22,83
7,5,32
25,6,92
15,4,46
6,13,57
9,2,96
4,23,53
20,18,10
5,12,54
15,2,20
15,10,53
28,10,64
29,14,7
18,24,90
29,27,6
24,15,30
20,14,64
27,20,35
3,14,13
2,5,71
24,20,41
2,7,74
1,3,20
13,7,31
9,9,53
14,18,30
13,29,84
3,9,27
21,15,82
23,1,69
16,9,98
25,2,95
21,18,94
24,16,58
9,17,13
11,4,74
27,19,98
15,2,51
27,27,86
10,30,78
3,12,31
25,24,35
3,22,99
6,15,25
26,6,6
7,3,17
17,2,16
3,19,59
8,30,19
3,14,82
19,3,73
23,22,54
6,4,15
11,18,7
1,3,68
1,12,86
21,3,46
4,10,77
9,25,72
23,9,77
19,27,10
27,1,48
17,11,54
8,17,14
28,7,100
27,14,51
18,4,48
21,22,9
20,1,86
2,5,48
15,28,46
15,3,15
6,5,90
22,16,40
28,4,99
1,14,62
6,22,63
18,4,83
18,18,84
7,23,71
5,1,70
9,11,95
13,21,36
10,18,98
24,21,39
10,28,61
28,2,96
4,10,6
22,25,45
5,30,33
23,12,7
23,13,50
30,2,74
1,7,31
19,1,61
23,25,48
3,25,86
7,16,74
4,1,52
3,4,97
21,26,85
24,19,1
10,26,23
3,27,72
9,10,40
30,13,48
26,13,91
28,7,50
16,28,65
24,30,13
22,24,19
23,6,93
12,25,90
12,21,50
9,7,32
23,8,12
2,19,75
30,13,12
4,26,8
10,28,75
2,9,30
29,6,12
12,14,18
19,29,96
6,29,75
17,6,18
27,19,90
6,19,37
2,15,49
30,12,24
30,3,66
23,13,39
2,9,84
18,6,80
21,9,37
9,2,59
19,27,63
14,21,45
19,3,31
16,25,42
3,21,96
23,10,18
30,18,29
4,20,15
12,24,93
25,27,31
24,11,41
19,8,48
19,5,70
5,2,25
6,28,9
29,11,65
18,11,53
23,22,72
9,12,85
11,28,41
28,4,42
5,22,63
16,15,86
24,4,85
18,14,87
2,2,100
16,14,41
13,11,75
6,27,25
15,5,76
5,28,40
18,12,50
21,19,16
6,17,54
11,14,55
20,6,70
10,15,24
7,11,30
13,20,85
23,7,87
19,9,33
8,29,91
5,7,56
21,12,70
12,18,32
16,5,78
14,20,67
9,14,80
26,30,74
20,24,1
26,29,3
26,16,86
23,19,21
12,27,76
11,19,53
14,17,24
22,4,10
10,2,70
11,25,82
12,3,56
17,20,78
19,29,98
4,19,50
6,9,46
18,16,63
21,28,31
3,5,50
14,5,10
26,22,81
9,27,34
16,11,60
12,14,54
25,25,40
9,8,50
10,4,57
25,14,85
5,29,89
21,15,46
2,28,49
2,23,87
25,28,98
20,13,25
8,9,13
4,2,83
30,19,90
6,24,53
23,16,94
30,20,45
5,26,32
19,22,78
6,12,72
29,9,16
4,22,1
14,16,5
29,21,86
13,26,43
21,1,45
23,13,73
19,1,48
20,8,18
3,6,83
14,6,32
8,27,25
1,11,92
29,8,48
8,14,30
24,30,35
14,16,47
12,12,65
22,18,78
18,2,56
13,11,43
30,23,63
9,29,74
17,18,10
14,18,91
26,7,11
25,28,4
6,8,81
12,30,5
24,27,43
3,17,97
17,23,12
6,27,61
2,15,80
10,26,81
30,2,94
19,21,64
1,13,4
18,25,43
17,29,2
24,16,25
28,28,10
9,17,19
29,24,17
1,15,100
27,15,36
22,30,97
13,16,98
7,28,54
26,17,36
28,6,20
28,25,19
19,7,73
28,24,19
14,15,47
29,11,35
21,13,47
2,27,74
4,16,67
1,7,52
17,20,84
6,11,42
22,8,74
29,1,85
2,12,80
22,17,85
18,12,26
19,6,27
13,5,95
12,28,62
5,27,77
7,19,44
9,7,77
6,16,26
27,20,36
20,21,72
21,22,44
12,28,83
30,13,78
23,12,4
4,22,15
5,27,6
19,18,99
14,18,3
13,9,90
8,28,56
21,23,81
10,18,11
11,9,4
29,25,90
19,29,61
28,12,72
3,18,62
6,26,28
11,14,25
15,18,24
28,28,37
13,14,82
26,8,97
22,20,28
21,15,82
3,15,9
20,24,76
7,11,21
9,28,60
14,19,23
19,18,81
27,4,57
21,11,46
1,18,19
26,4,10
22,22,26
27,8,85
12,11,68
9,29,96
2,3,39
11,10,73
15,9,72
10,11,46
4,29,79
29,10,88
21,26,62
10,5,27
17,12,12
10,29,43
16,27,51
22,9,3
4,5,9
16,30,76
20,5,26
28,29,1
22,14,77
27,29,34
26,27,83
23,22,51
13,5,98
18,14,43
13,4,86
10,22,5
6,18,72
22,30,27
29,28,39
10,16,95
26,19,87
28,26,30
18,16,4
13,9,45
12,18,88
10,14,61
4,20,69
19,2,21
29,19,59
18,8,71
13,2,20
28,16,24
4,29,2
2,3,26
25,26,26
3,14,95
21,6,35
27,10,52
26,7,97
3,23,99
7,18,24
2,3,55
15,10,22
17,6,42
13,23,54
5,12,37
10,8,49
5,9,77
19,21,19
7,21,35
11,30,83
18,27,39
26,15,89
6,21,92
30,26,23
23,16,100
27,17,14
4,29,21
25,28,61
17,27,47
26,24,22
24,15,39
29,13,79
29,8,100
9,19,74
22,14,40
29,1,81
20,24,93
22,9,83
1,5,30
7,21,95
26,20,37
20,16,75
21,5,9
29,7,76
21,8,66
4,11,18
2,15,100
30,29,77
1,24,88
16,25,91
6,11,78
25,5,63
11,16,22
22,9,20
27,9,29
15,17,90
7,27,37
5,5,40
23,23,14
13,29,99
19,8,10
27,23,20
24,10,86
13,21,47
8,10,87
8,9,29
19,20,78
10,28,48
10,18,93
18,17,80
3,29,22
30,29,16
23,7,17
14,27,74
10,7,87
9,19,36
1,28,70
18,11,33
20,13,66
17,17,59
2,27,14
29,15,23
22,15,27
12,16,67
11,25,55
21,29,49
27,10,7
8,7,59
22,8,14
19,11,63
13,21,64
8,23,43
17,1,25
25,22,91
13,24,22
28,15,92
19,24,6
15,1,27
1,30,53
3,20,35
10,3,60
9,20,35
12,30,52
24,5,44
30,19,27
23,20,98
11,26,79
19,22,62
19,9,74
1,19,60
18,23,80
6,20,37
2,27,83
30,27,8
4,11,47
16,16,55
28,1,54
4,27,60
7,26,35
2,22,44
14,12,45
16,10,38
11,19,91
25,1,25
1,25,48
11,13,16
7,3,29
9,10,2
2,4,28
6,27,63
26,22,48
25,17,22
16,17,62
7,26,7
4,30,84
16,8,19
23,18,37
1,29,86
21,9,99
16,20,26
23,24,2
22,13,75
8,17,2
21,16,81
5,26,80
8,13,77
30,22,67
14,17,95
15,20,39
27,28,20
10,3,72
15,26,48
14,10,66
14,11,90
3,12,38
18,10,20
21,20,36
13,15,98
13,16,72
8,12,25
24,6,14
25,5,1
30,13,70
18,4,66
2,15,1
20,22,5
30,15,34
13,15,73
22,26,45
28,20,47
16,14,92
2,8,72
15,29,79
8,30,33
13,28,100
5,27,82
24,25,72
17,22,56
17,16,5
24,5,64
27,25,67
20,22,10
8,12,20
12,18,98
6,15,27
29,5,42
7,6,83
29,13,78
12,15,84
23,12,83
9,21,58
29,1,30
3,3,74
5,2,67
25,30,86
30,6,93
16,17,19
30,24,53
15,8,21
16,5,30
15,26,27
28,2,85
8,18,62
22,29,52
8,30,36
26,29,42
24,24,54
8,28,88
11,30,15
8,14,37
13,2,13
3,11,8
30,7,61
3,17,97
17,4,21
15,15,80
26,10,2
28,9,83
4,12,92
28,29,19
9,29,88
3,21,3
22,22,9
27,11,47
25,3,42
26,11,51
11,27,61
12,26,76
29,8,95
1,10,54
11,24,50
30,22,3
24,22,17
29,25,39
15,25,8
30,12,58
25,6,70
17,3,92
6,30,55
29,26,42
30,6,86
8,13,45
29,4,69
12,22,20
10,18,85
26,17,26
28,23,36
11,18,1
19,26,19
24,30,33
21,12,98
28,16,5
14,7,17
27,18,39
17,23,87
2,13,93
7,7,38
22,8,81
12,18,87
30,16,24
14,4,41
21,15,33
1,5,33
23,12,62
27,23,1
1,5,46
22,7,60
13,2,90
12,19,84
29,8,52
27,21,76
11,6,6
22,2,44
11,6,8
18,24,43
4,10,97
7,7,71
27,19,60
29,20,33
18,17,61
13,6,20
3,11,11
4,18,25
25,26,73
15,24,6
6,25,87
6,28,1
9,21,13
12,5,28
7,21,78
4,9,52
29,4,87
10,14,74
24,2,57
21,20,62
10,9,68
14,22,18
17,27,41
10,20,8
28,21,20
27,28,82
2,12,45
25,29,97
2,30,3
6,26,73
1,10,77
14,22,40
30,4,9
26,16,88
26,12,44
18,23,92
26,9,84
25,2,7
16,20,37
6,21,28
4,4,35
12,21,63
27,17,22
4,3,75
23,17,37
16,30,42
27,18,65
15,30,36
14,6,91
14,15,81
1,29,15
28,25,5
23,2,74
13,2,61
25,1,25
27,6,1
14,19,33
21,17,72
30,16,37
19,7,78
15,19,77
6,9,6
3,19,45
4,17,52
26,23,2
18,6,40
30,16,6
17,8,4
11,6,82
9,25,31
17,19,29
26,16,21
4,5,76
28,11,96
4,30,72
1,7,5
13,18,59
27,25,23
7,24,100
11,14,14
16,12,34
21,20,19
28,18,6
1,14,77
23,12,22
21,6,41
1,23,34
19,15,87
24,13,79
30,4,35
16,3,80
16,27,91
28,5,64
30,23,66
6,17,32
30,17,71
29,7,63
18,17,1
21,1,21
5,25,75
30,11,27
9,27,65
6,13,68
22,5,82
13,27,18
27,22,54
2,22,83
16,20,34
4,23,25
5,27,36
14,15,32
10,18,59
30,12,90
14,10,46
22,3,83
18,27,3
24,12,78
5,22,90
5,16,99
8,28,38
10,8,23
18,20,82
16,4,43
29,28,83
22,18,92
25,21,25
8,19,88
9,10,49
18,9,15
1,12,49
7,16,82
13,20,83
3,21,47
22,12,100
5,10,73
4,5,80
25,17,94
21,9,52
9,21,9
26,3,20
21,12,41
24,21,96
14,29,51
28,16,3
23,30,38
12,19,92
24,10,77
16,6,56
27,23,33
21,13,61
15,18,52
15,3,89
27,30,34
26,28,65
10,12,74
22,20,83
9,4,9
7,19,12
14,2,4
14,5,97
20,8,28
19,6,99
22,1,28
21,29,89
26,26,62
2,7,12
30,28,90
15,2,83
30,20,81
17,21,75
9,12,58
14,7,93
11,3,69
19,26,43
22,9,73
4,5,74
2,2,65
14,22,57
8,25,37
29,14,81
21,5,66
19,23,88
1,1,91
26,12,5
10,20,54
18,4,73
30,6,4
19,2,31
10,30,60
10,16,6
6,21,94
24,12,61
17,6,9
30,4,68
8,2,16
19,6,97
19,27,80
27,7,69
21,28,31
23,30,51
10,28,21
13,1,46
12,22,19
18,20,66
12,17,63
19,23,34
24,16,17
7,3,60
29,16,33
24,6,75
10,8,95
14,23,73
4,6,51
30,21,1
1,30,45
29,7,78
26,13,69
10,2,61
20,17,14
18,3,75
20,22,39
12,27,75
4,17,11
9,3,39
5,23,6
22,17,10
7,18,85
29,26,22
5,22,38
18,14,88
16,28,77
10,7,7
6,24,72
20,18,89
19,21,99
18,6,63
3,6,66
10,6,44
30,14,32
16,16,44
1,27,45
22,10,52
21,25,62
6,28,71
21,22,83
12,19,8
9,18,9
13,29,28
13,19,2
17,21,57
29,26,67
19,28,79
13,20,71
22,25,39
22,6,34
3,4,63
14,18,7
23,11,15
13,27,56
23,11,26
29,2,22
23,16,72
2,16,40
16,21,1
11,23,61
6,5,68
16,27,51
3,13,15
18,6,46
12,12,37
18,17,34
27,10,39
14,4,9
11,2,31
28,20,35
24,4,22
6,23,82
9,18,40
26,29,44
19,11,67
15,25,52
2,29,58
29,12,8
2,14,15
8,21,37
25,21,39
12,24,47
26,25,27
20,22,44
12,29,43
25,3,33
6,30,47
28,10,18
22,16,45
1,1,27
26,20,11
26,25,56
17,19,80
12,22,11
6,27,4
29,3,27
25,24,97
14,2,2
22,29,18
2,23,9
17,28,89
11,19,25
14,5,23
2,16,56
14,27,81
14,25,45
23,22,75
10,20,25
1,19,30
17,10,64
30,23,2
21,14,3
7,17,66
18,11,64
28,24,18
6,18,85
12,19,25
29,5,99
13,30,2
7,24,28
30,28,52
30,8,18
6,24,46
11,27,100
12,5,28
11,15,98
18,23,84
27,14,93
6,1,93
12,13,84
30,1,14
18,13,1
24,20,41
25,9,57
22,20,46
9,10,41
11,21,67
29,17,34
26,9,51
14,14,36
6,10,44
5,23,12
24,14,1
17,27,35
18,26,1
2,16,31
25,13,51
14,1,42
10,22,25
8,6,22
12,26,19
20,9,18
27,27,56
24,15,19
5,13,6
29,30,11
15,24,48
14,3,13
29,23,60
25,4,16
22,6,80
30,18,26
20,25,58
23,21,17
19,28,39
26,1,42
28,2,7
26,5,29
6,21,91
19,19,71
18,30,64
12,15,69
21,21,37
20,26,12
5,25,88
16,23,48
20,8,42
14,16,24
16,3,35
21,1,99
14,28,47
27,13,55
3,17,37
5,12,38
10,18,73
13,30,71
12,8,86
9,2,12
11,12,49
9,24,3
12,19,12
27,21,60
29,16,2
27,29,5
1,5,41
23,15,62
2,13,36
26,11,37
8,14,1
28,8,100
26,15,60
24,17,13
12,16,42
2,14,52
28,1,87
28,7,35
23,10,15
9,25,49
8,20,75
3,29,88
18,20,10
22,16,48
8,20,32
22,9,62
3,13,42
17,29,34
5,10,8
1,7,49
12,17,79
10,7,35
2,2,74
6,20,5
18,24,96
19,20,45
3,24,88
11,19,31
17,18,14
10,24,14
9,13,90
11,17,82
30,29,38
4,12,94
17,4,38
8,17,16
23,17,37
17,12,89
8,4,73
5,22,73
13,20,13
5,19,76
27,20,40
3,7,35
10,16,8
28,13,58
5,17,19
13,9,91
21,21,96
6,29,41
14,4,16
27,28,87
3,17,38
9,10,20
16,9,71
15,27,31
29,18,15
18,12,16
18,19,53
10,29,80
6,1,58
5,8,94
1,15,95
23,12,100
5,9,100
23,25,76
18,11,41
5,24,99
5,11,69
13,18,88
2,11,76
7,19,32
3,6,24
7,9,16
3,29,27
24,11,4
26,17,24
8,5,31
13,21,56
29,4,4
23,26,72
5,9,51
30,21,73
2,22,93
25,27,9
12,16,44
8,12,25
